idx,name,r,g,b,a,VIS,MSH
128,"dorsal cochlear nucleus, deep core",197,238,255,1.0,1.0,1.0
129,acoustic striae,255,217,0,1.0,1.0,1.0
130,trapezoid body,213,255,0,1.0,1.0,1.0
131,nucleus of the trapezoid body,0,255,81,1.0,1.0,1.0
132,superior paraolivary nucleus,0,238,255,1.0,1.0,1.0
133,medial superior olive,219,239,61,1.0,1.0,1.0
134,lateral superior olive,35,76,190,1.0,1.0,1.0
135,superior periolivary region,1,153,21,1.0,1.0,1.0
136,ventral periolivary nuclei,0,174,255,1.0,1.0,1.0
137,"lateral lemniscus, ventral nucleus",255,0,115,1.0,1.0,1.0
138,"lateral lemniscus, intermediate nucleus",171,16,91,1.0,1.0,1.0
139,"lateral lemniscus, dorsal nucleus",108,18,91,1.0,1.0,1.0
140,"lateral lemniscus, commissure",255,29,0,1.0,1.0,1.0
141,lateral lemniscus,255,166,0,1.0,1.0,1.0
142,"inferior colliculus, dorsal cortex",206,255,142,1.0,1.0,1.0
143,"inferior colliculus, central nucleus",0,238,255,1.0,1.0,1.0
145,"inferior colliculus, external cortex",48,136,203,1.0,1.0,1.0
146,"inferior colliculus, brachium",176,58,72,1.0,1.0,1.0
147,"medial geniculate body, medial division",10,244,217,1.0,1.0,1.0
148,"medial geniculate body, dorsal division",239,163,0,1.0,1.0,1.0
149,"medial geniculate body, ventral division",131,58,31,1.0,1.0,1.0
150,"medial geniculate body, marginal zone",255,47,242,1.0,1.0,1.0
151,primary auditory cortex,255,215,0,1.0,1.0,1.0
152,"secondary auditory cortex, dorsal area",240,255,255,1.0,1.0,1.0
153,"secondary auditory cortex, ventral area",216,191,216,1.0,1.0,1.0
157,auditory radiation,244,156,255,1.0,1.0,1.0
158,"ventral cochlear nucleus, anterior part",34,152,255,1.0,1.0,1.0
159,"ventral cochlear nucleus, posterior part",0,230,207,1.0,1.0,1.0
160,"ventral cochlear nucleus, cap area",0,255,106,1.0,1.0,1.0
162,spiral ganglion,185,255,233,1.0,1.0,1.0
163,nucleus sagulum,99,205,0,1.0,1.0,1.0
164,"reticular thalamic nucleus, auditory segment",110,0,255,1.0,1.0,1.0
