idx,name,r,g,b,a,VIS,MSH
558,"Primary somatosensory area, nose, layer 1",24,128,100,1.0,1.0,1.0
838,"Primary somatosensory area, nose, layer 2/3",24,128,100,1.0,1.0,1.0
654,"Primary somatosensory area, nose, layer 4",24,128,100,1.0,1.0,1.0
702,"Primary somatosensory area, nose, layer 5",24,128,100,1.0,1.0,1.0
889,"Primary somatosensory area, nose, layer 6a",24,128,100,1.0,1.0,1.0
929,"Primary somatosensory area, nose, layer 6b",24,128,100,1.0,1.0,1.0
329,"Primary somatosensory area, barrel field",24,128,100,1.0,1.0,1.0
981,"Primary somatosensory area, barrel field, layer 1",24,128,100,1.0,1.0,1.0
201,"Primary somatosensory area, barrel field, layer 2/3",24,128,100,1.0,1.0,1.0
1047,"Primary somatosensory area, barrel field, layer 4",24,128,100,1.0,1.0,1.0
1070,"Primary somatosensory area, barrel field, layer 5",24,128,100,1.0,1.0,1.0
1038,"Primary somatosensory area, barrel field, layer 6a",24,128,100,1.0,1.0,1.0
1062,"Primary somatosensory area, barrel field, layer 6b",24,128,100,1.0,1.0,1.0
480149202,Rostrolateral lateral visual area,24,128,100,1.0,1.0,1.0
480149206,"Rostrolateral lateral visual area, layer 1",24,128,100,1.0,1.0,1.0
480149210,"Rostrolateral lateral visual area, layer 2/3",24,128,100,1.0,1.0,1.0
480149214,"Rostrolateral lateral visual area, layer 4",24,128,100,1.0,1.0,1.0
480149218,"Rostrolateral lateral visual area,layer 5",24,128,100,1.0,1.0,1.0
480149222,"Rostrolateral lateral visual area, layer 6a",24,128,100,1.0,1.0,1.0
480149226,"Rostrolateral lateral visual area, layer 6b",24,128,100,1.0,1.0,1.0
337,"Primary somatosensory area, lower limb",24,128,100,1.0,1.0,1.0
1030,"Primary somatosensory area, lower limb, layer 1",24,128,100,1.0,1.0,1.0
113,"Primary somatosensory area, lower limb, layer 2/3",24,128,100,1.0,1.0,1.0
1094,"Primary somatosensory area, lower limb, layer 4",24,128,100,1.0,1.0,1.0
1128,"Primary somatosensory area, lower limb, layer 5",24,128,100,1.0,1.0,1.0
478,"Primary somatosensory area, lower limb, layer 6a",24,128,100,1.0,1.0,1.0
510,"Primary somatosensory area, lower limb, layer 6b",24,128,100,1.0,1.0,1.0
345,"Primary somatosensory area, mouth",24,128,100,1.0,1.0,1.0
878,"Primary somatosensory area, mouth, layer 1",24,128,100,1.0,1.0,1.0
657,"Primary somatosensory area, mouth, layer 2/3",24,128,100,1.0,1.0,1.0
950,"Primary somatosensory area, mouth, layer 4",24,128,100,1.0,1.0,1.0
974,"Primary somatosensory area, mouth, layer 5",24,128,100,1.0,1.0,1.0
1102,"Primary somatosensory area, mouth, layer 6a",24,128,100,1.0,1.0,1.0
2,"Primary somatosensory area, mouth, layer 6b",24,128,100,1.0,1.0,1.0
369,"Primary somatosensory area, upper limb",24,128,100,1.0,1.0,1.0
450,"Primary somatosensory area, upper limb, layer 1",24,128,100,1.0,1.0,1.0
854,"Primary somatosensory area, upper limb, layer 2/3",24,128,100,1.0,1.0,1.0
577,"Primary somatosensory area, upper limb, layer 4",24,128,100,1.0,1.0,1.0
625,"Primary somatosensory area, upper limb, layer 5",24,128,100,1.0,1.0,1.0
945,"Primary somatosensory area, upper limb, layer 6a",24,128,100,1.0,1.0,1.0
1026,"Primary somatosensory area, upper limb, layer 6b",24,128,100,1.0,1.0,1.0
361,"Primary somatosensory area, trunk",24,128,100,1.0,1.0,1.0
1006,"Primary somatosensory area, trunk, layer 1",24,128,100,1.0,1.0,1.0
670,"Primary somatosensory area, trunk, layer 2/3",24,128,100,1.0,1.0,1.0
1086,"Primary somatosensory area, trunk, layer 4",24,128,100,1.0,1.0,1.0
1111,"Primary somatosensory area, trunk, layer 5",24,128,100,1.0,1.0,1.0
9,"Primary somatosensory area, trunk, layer 6a",24,128,100,1.0,1.0,1.0
461,"Primary somatosensory area, trunk, layer 6b",24,128,100,1.0,1.0,1.0
182305689,"Primary somatosensory area, unassigned",24,128,100,1.0,1.0,1.0
182305693,"Primary somatosensory area, unassigned, layer 1",24,128,100,1.0,1.0,1.0
182305697,"Primary somatosensory area, unassigned, layer 2/3",24,128,100,1.0,1.0,1.0
182305701,"Primary somatosensory area, unassigned, layer 4",24,128,100,1.0,1.0,1.0
182305705,"Primary somatosensory area, unassigned, layer 5",24,128,100,1.0,1.0,1.0
182305709,"Primary somatosensory area, unassigned, layer 6a",24,128,100,1.0,1.0,1.0
182305713,"Primary somatosensory area, unassigned, layer 6b",24,128,100,1.0,1.0,1.0
378,Supplemental somatosensory area,24,128,100,1.0,1.0,1.0
873,"Supplemental somatosensory area, layer 1",24,128,100,1.0,1.0,1.0
806,"Supplemental somatosensory area, layer 2/3",24,128,100,1.0,1.0,1.0
1035,"Supplemental somatosensory area, layer 4",24,128,100,1.0,1.0,1.0
1090,"Supplemental somatosensory area, layer 5",24,128,100,1.0,1.0,1.0
862,"Supplemental somatosensory area, layer 6a",24,128,100,1.0,1.0,1.0
893,"Supplemental somatosensory area, layer 6b",24,128,100,1.0,1.0,1.0
1057,Gustatory areas,0,156,117,1.0,1.0,1.0
36,"Gustatory areas, layer 1",0,156,117,1.0,1.0,1.0
180,"Gustatory areas, layer 2/3",0,156,117,1.0,1.0,1.0
148,"Gustatory areas, layer 4",0,156,117,1.0,1.0,1.0
187,"Gustatory areas, layer 5",0,156,117,1.0,1.0,1.0
638,"Gustatory areas, layer 6a",0,156,117,1.0,1.0,1.0
662,"Gustatory areas, layer 6b",0,156,117,1.0,1.0,1.0
677,Visceral area,17,173,131,1.0,1.0,1.0
897,"Visceral area, layer 1",17,173,131,1.0,1.0,1.0
1106,"Visceral area, layer 2/3",17,173,131,1.0,1.0,1.0
1010,"Visceral area, layer 4",17,173,131,1.0,1.0,1.0
1058,"Visceral area, layer 5",17,173,131,1.0,1.0,1.0
857,"Visceral area, layer 6a",17,173,131,1.0,1.0,1.0
849,"Visceral area, layer 6b",17,173,131,1.0,1.0,1.0
247,Auditory areas,1,147,153,1.0,1.0,1.0
1011,Dorsal auditory area,1,147,153,1.0,1.0,1.0
527,"Dorsal auditory area, layer 1",1,147,153,1.0,1.0,1.0
600,"Dorsal auditory area, layer 2/3",1,147,153,1.0,1.0,1.0
678,"Dorsal auditory area, layer 4",1,147,153,1.0,1.0,1.0
252,"Dorsal auditory area, layer 5",1,147,153,1.0,1.0,1.0
156,"Dorsal auditory area, layer 6a",1,147,153,1.0,1.0,1.0
243,"Dorsal auditory area, layer 6b",1,147,153,1.0,1.0,1.0
480149230,Laterolateral anterior visual area,1,147,153,1.0,1.0,1.0
480149234,"Laterolateral anterior visual area, layer 1",1,147,153,1.0,1.0,1.0
480149238,"Laterolateral anterior visual area, layer 2/3",1,147,153,1.0,1.0,1.0
480149242,"Laterolateral anterior visual area, layer 4",1,147,153,1.0,1.0,1.0
480149246,"Laterolateral anterior visual area,layer 5",1,147,153,1.0,1.0,1.0
480149250,"Laterolateral anterior visual area, layer 6a",1,147,153,1.0,1.0,1.0
480149254,"Laterolateral anterior visual area, layer 6b",1,147,153,1.0,1.0,1.0
1002,Primary auditory area,1,147,153,1.0,1.0,1.0
735,"Primary auditory area, layer 1",1,147,153,1.0,1.0,1.0
251,"Primary auditory area, layer 2/3",1,147,153,1.0,1.0,1.0
816,"Primary auditory area, layer 4",1,147,153,1.0,1.0,1.0
847,"Primary auditory area, layer 5",1,147,153,1.0,1.0,1.0
954,"Primary auditory area, layer 6a",1,147,153,1.0,1.0,1.0
1005,"Primary auditory area, layer 6b",1,147,153,1.0,1.0,1.0
1027,Posterior auditory area,1,147,153,1.0,1.0,1.0
696,"Posterior auditory area, layer 1",1,147,153,1.0,1.0,1.0
643,"Posterior auditory area, layer 2/3",1,147,153,1.0,1.0,1.0
759,"Posterior auditory area, layer 4",1,147,153,1.0,1.0,1.0
791,"Posterior auditory area, layer 5",1,147,153,1.0,1.0,1.0
249,"Posterior auditory area, layer 6a",1,147,153,1.0,1.0,1.0
456,"Posterior auditory area, layer 6b",1,147,153,1.0,1.0,1.0
1018,Ventral auditory area,1,147,153,1.0,1.0,1.0
959,"Ventral auditory area, layer 1",1,147,153,1.0,1.0,1.0
755,"Ventral auditory area, layer 2/3",1,147,153,1.0,1.0,1.0
990,"Ventral auditory area, layer 4",1,147,153,1.0,1.0,1.0
1023,"Ventral auditory area, layer 5",1,147,153,1.0,1.0,1.0
520,"Ventral auditory area, layer 6a",1,147,153,1.0,1.0,1.0
598,"Ventral auditory area, layer 6b",1,147,153,1.0,1.0,1.0
669,Visual areas,8,133,140,1.0,1.0,1.0
801,"Visual areas, layer 1",8,133,140,1.0,1.0,1.0
561,"Visual areas, layer 2/3",8,133,140,1.0,1.0,1.0
913,"Visual areas, layer 4",8,133,140,1.0,1.0,1.0
937,"Visual areas, layer 5",8,133,140,1.0,1.0,1.0
457,"Visual areas, layer 6a",8,133,140,1.0,1.0,1.0
497,"Visual areas, layer 6b",8,133,140,1.0,1.0,1.0
402,Anterolateral visual area,8,133,140,1.0,1.0,1.0
1074,"Anterolateral visual area, layer 1",8,133,140,1.0,1.0,1.0
905,"Anterolateral visual area, layer 2/3",8,133,140,1.0,1.0,1.0
1114,"Anterolateral visual area, layer 4",8,133,140,1.0,1.0,1.0
233,"Anterolateral visual area, layer 5",8,133,140,1.0,1.0,1.0
601,"Anterolateral visual area, layer 6a",8,133,140,1.0,1.0,1.0
649,"Anterolateral visual area, layer 6b",8,133,140,1.0,1.0,1.0
394,Anteromedial visual area,8,133,140,1.0,1.0,1.0
281,"Anteromedial visual area, layer 1",8,133,140,1.0,1.0,1.0
1066,"Anteromedial visual area, layer 2/3",8,133,140,1.0,1.0,1.0
401,"Anteromedial visual area, layer 4",8,133,140,1.0,1.0,1.0
433,"Anteromedial visual area, layer 5",8,133,140,1.0,1.0,1.0
1046,"Anteromedial visual area, layer 6a",8,133,140,1.0,1.0,1.0
441,"Anteromedial visual area, layer 6b",8,133,140,1.0,1.0,1.0
409,Lateral visual area,8,133,140,1.0,1.0,1.0
421,"Lateral visual area, layer 1",8,133,140,1.0,1.0,1.0
973,"Lateral visual area, layer 2/3",8,133,140,1.0,1.0,1.0
573,"Lateral visual area, layer 4",8,133,140,1.0,1.0,1.0
613,"Lateral visual area, layer 5",8,133,140,1.0,1.0,1.0
74,"Lateral visual area, layer 6a",8,133,140,1.0,1.0,1.0
121,"Lateral visual area, layer 6b",8,133,140,1.0,1.0,1.0
385,Primary visual area,8,133,140,1.0,1.0,1.0
593,"Primary visual area, layer 1",8,133,140,1.0,1.0,1.0
821,"Primary visual area, layer 2/3",8,133,140,1.0,1.0,1.0
721,"Primary visual area, layer 4",8,133,140,1.0,1.0,1.0
778,"Primary visual area, layer 5",8,133,140,1.0,1.0,1.0
33,"Primary visual area, layer 6a",8,133,140,1.0,1.0,1.0
305,"Primary visual area, layer 6b",8,133,140,1.0,1.0,1.0
425,Posterolateral visual area,8,133,140,1.0,1.0,1.0
750,"Posterolateral visual area, layer 1",8,133,140,1.0,1.0,1.0
269,"Posterolateral visual area, layer 2/3",8,133,140,1.0,1.0,1.0
869,"Posterolateral visual area, layer 4",8,133,140,1.0,1.0,1.0
902,"Posterolateral visual area, layer 5",8,133,140,1.0,1.0,1.0
377,"Posterolateral visual area, layer 6a",8,133,140,1.0,1.0,1.0
393,"Posterolateral visual area, layer 6b",8,133,140,1.0,1.0,1.0
533,posteromedial visual area,8,133,140,1.0,1.0,1.0
805,"posteromedial visual area, layer 1",8,133,140,1.0,1.0,1.0
41,"posteromedial visual area, layer 2/3",8,133,140,1.0,1.0,1.0
501,"posteromedial visual area, layer 4",8,133,140,1.0,1.0,1.0
565,"posteromedial visual area, layer 5",8,133,140,1.0,1.0,1.0
257,"posteromedial visual area, layer 6a",8,133,140,1.0,1.0,1.0
469,"posteromedial visual area, layer 6b",8,133,140,1.0,1.0,1.0
312782574,Laterointermediate area,8,133,140,1.0,1.0,1.0
312782578,"Laterointermediate area, layer 1",8,133,140,1.0,1.0,1.0
312782582,"Laterointermediate area, layer 2/3",8,133,140,1.0,1.0,1.0
312782586,"Laterointermediate area, layer 4",8,133,140,1.0,1.0,1.0
312782590,"Laterointermediate area, layer 5",8,133,140,1.0,1.0,1.0
312782594,"Laterointermediate area, layer 6a",8,133,140,1.0,1.0,1.0
312782598,"Laterointermediate area, layer 6b",8,133,140,1.0,1.0,1.0
312782628,Postrhinal area,8,133,140,1.0,1.0,1.0
312782632,"Postrhinal area, layer 1",8,133,140,1.0,1.0,1.0
312782636,"Postrhinal area, layer 2/3",8,133,140,1.0,1.0,1.0
312782640,"Postrhinal area, layer 4",8,133,140,1.0,1.0,1.0
312782644,"Postrhinal area, layer 5",8,133,140,1.0,1.0,1.0
312782648,"Postrhinal area, layer 6a",8,133,140,1.0,1.0,1.0
312782652,"Postrhinal area, layer 6b",8,133,140,1.0,1.0,1.0
31,Anterior cingulate area,64,166,102,1.0,1.0,1.0
572,"Anterior cingulate area, layer 1",64,166,102,1.0,1.0,1.0
1053,"Anterior cingulate area, layer 2/3",64,166,102,1.0,1.0,1.0
739,"Anterior cingulate area, layer 5",64,166,102,1.0,1.0,1.0
179,"Anterior cingulate area, layer 6a",64,166,102,1.0,1.0,1.0
227,"Anterior cingulate area, layer 6b",64,166,102,1.0,1.0,1.0
39,"Anterior cingulate area, dorsal part",64,166,102,1.0,1.0,1.0
935,"Anterior cingulate area, dorsal part, layer 1",64,166,102,1.0,1.0,1.0
211,"Anterior cingulate area, dorsal part, layer 2/3",64,166,102,1.0,1.0,1.0
1015,"Anterior cingulate area, dorsal part, layer 5",64,166,102,1.0,1.0,1.0
919,"Anterior cingulate area, dorsal part, layer 6a",64,166,102,1.0,1.0,1.0
927,"Anterior cingulate area, dorsal part, layer 6b",64,166,102,1.0,1.0,1.0
48,"Anterior cingulate area, ventral part",64,166,102,1.0,1.0,1.0
588,"Anterior cingulate area, ventral part, layer 1",64,166,102,1.0,1.0,1.0
296,"Anterior cingulate area, ventral part, layer 2/3",64,166,102,1.0,1.0,1.0
772,"Anterior cingulate area, ventral part, layer 5",64,166,102,1.0,1.0,1.0
810,"Anterior cingulate area, ventral part, 6a",64,166,102,1.0,1.0,1.0
819,"Anterior cingulate area, ventral part, 6b",64,166,102,1.0,1.0,1.0
972,Prelimbic area,47,168,80,1.0,1.0,1.0
171,"Prelimbic area, layer 1",47,168,80,1.0,1.0,1.0
195,"Prelimbic area, layer 2",47,168,80,1.0,1.0,1.0
304,"Prelimbic area, layer 2/3",47,168,80,1.0,1.0,1.0
363,"Prelimbic area, layer 5",47,168,80,1.0,1.0,1.0
84,"Prelimbic area, layer 6a",47,168,80,1.0,1.0,1.0
132,"Prelimbic area, layer 6b",47,168,80,1.0,1.0,1.0
44,Infralimbic area,89,179,99,1.0,1.0,1.0
707,"Infralimbic area, layer 1",89,179,99,1.0,1.0,1.0
747,"Infralimbic area, layer 2",89,179,99,1.0,1.0,1.0
556,"Infralimbic area, layer 2/3",89,179,99,1.0,1.0,1.0
827,"Infralimbic area, layer 5",89,179,99,1.0,1.0,1.0
1054,"Infralimbic area, layer 6a",89,179,99,1.0,1.0,1.0
1081,"Infralimbic area, layer 6b",89,179,99,1.0,1.0,1.0
714,Orbital area,36,138,94,1.0,1.0,1.0
264,"Orbital area, layer 1",36,138,94,1.0,1.0,1.0
492,"Orbital area, layer 2/3",36,138,94,1.0,1.0,1.0
352,"Orbital area, layer 5",36,138,94,1.0,1.0,1.0
476,"Orbital area, layer 6a",36,138,94,1.0,1.0,1.0
516,"Orbital area, layer 6b",36,138,94,1.0,1.0,1.0
723,"Orbital area, lateral part",36,138,94,1.0,1.0,1.0
448,"Orbital area, lateral part, layer 1",36,138,94,1.0,1.0,1.0
412,"Orbital area, lateral part, layer 2/3",36,138,94,1.0,1.0,1.0
630,"Orbital area, lateral part, layer 5",36,138,94,1.0,1.0,1.0
440,"Orbital area, lateral part, layer 6a",36,138,94,1.0,1.0,1.0
488,"Orbital area, lateral part, layer 6b",36,138,94,1.0,1.0,1.0
731,"Orbital area, medial part",36,138,94,1.0,1.0,1.0
484,"Orbital area, medial part, layer 1",36,138,94,1.0,1.0,1.0
524,"Orbital area, medial part, layer 2",36,138,94,1.0,1.0,1.0
582,"Orbital area, medial part, layer 2/3",36,138,94,1.0,1.0,1.0
620,"Orbital area, medial part, layer 5",36,138,94,1.0,1.0,1.0
910,"Orbital area, medial part, layer 6a",36,138,94,1.0,1.0,1.0
527696977,"Orbital area, medial part, layer 6b",36,138,94,1.0,1.0,1.0
738,"Orbital area, ventral part",36,138,94,1.0,1.0,1.0
746,"Orbital area, ventrolateral part",36,138,94,1.0,1.0,1.0
969,"Orbital area, ventrolateral part, layer 1",36,138,94,1.0,1.0,1.0
288,"Orbital area, ventrolateral part, layer 2/3",36,138,94,1.0,1.0,1.0
1125,"Orbital area, ventrolateral part, layer 5",36,138,94,1.0,1.0,1.0
608,"Orbital area, ventrolateral part, layer 6a",36,138,94,1.0,1.0,1.0
680,"Orbital area, ventrolateral part, layer 6b",36,138,94,1.0,1.0,1.0
95,Agranular insular area,33,152,102,1.0,1.0,1.0
104,"Agranular insular area, dorsal part",33,152,102,1.0,1.0,1.0
996,"Agranular insular area, dorsal part, layer 1",33,152,102,1.0,1.0,1.0
328,"Agranular insular area, dorsal part, layer 2/3",33,152,102,1.0,1.0,1.0
1101,"Agranular insular area, dorsal part, layer 5",33,152,102,1.0,1.0,1.0
783,"Agranular insular area, dorsal part, layer 6a",33,152,102,1.0,1.0,1.0
831,"Agranular insular area, dorsal part, layer 6b",33,152,102,1.0,1.0,1.0
111,"Agranular insular area, posterior part",33,152,102,1.0,1.0,1.0
120,"Agranular insular area, posterior part, layer 1",33,152,102,1.0,1.0,1.0
163,"Agranular insular area, posterior part, layer 2/3",33,152,102,1.0,1.0,1.0
344,"Agranular insular area, posterior part, layer 5",33,152,102,1.0,1.0,1.0
314,"Agranular insular area, posterior part, layer 6a",33,152,102,1.0,1.0,1.0
355,"Agranular insular area, posterior part, layer 6b",33,152,102,1.0,1.0,1.0
119,"Agranular insular area, ventral part",33,152,102,1.0,1.0,1.0
704,"Agranular insular area, ventral part, layer 1",33,152,102,1.0,1.0,1.0
694,"Agranular insular area, ventral part, layer 2/3",33,152,102,1.0,1.0,1.0
800,"Agranular insular area, ventral part, layer 5",33,152,102,1.0,1.0,1.0
675,"Agranular insular area, ventral part, layer 6a",33,152,102,1.0,1.0,1.0
699,"Agranular insular area, ventral part, layer 6b",33,152,102,1.0,1.0,1.0
254,Retrosplenial area,26,166,152,1.0,1.0,1.0
894,"Retrosplenial area, lateral agranular part",26,166,152,1.0,1.0,1.0
671,"Retrosplenial area, lateral agranular part, layer 1",26,166,152,1.0,1.0,1.0
965,"Retrosplenial area, lateral agranular part, layer 2/3",26,166,152,1.0,1.0,1.0
774,"Retrosplenial area, lateral agranular part, layer 5",26,166,152,1.0,1.0,1.0
906,"Retrosplenial area, lateral agranular part, layer 6a",26,166,152,1.0,1.0,1.0
279,"Retrosplenial area, lateral agranular part, layer 6b",26,166,152,1.0,1.0,1.0
480149258,Mediomedial anterior visual area,26,166,152,1.0,1.0,1.0
480149262,"Mediomedial anterior visual area, layer 1",26,166,152,1.0,1.0,1.0
480149266,"Mediomedial anterior visual area, layer 2/3",26,166,152,1.0,1.0,1.0
480149270,"Mediomedial anterior visual area, layer 4",26,166,152,1.0,1.0,1.0
480149274,"Mediomedial anterior visual area,layer 5",26,166,152,1.0,1.0,1.0
480149278,"Mediomedial anterior visual area, layer 6a",26,166,152,1.0,1.0,1.0
480149282,"Mediomedial anterior visual area, layer 6b",26,166,152,1.0,1.0,1.0
480149286,Mediomedial posterior visual area,26,166,152,1.0,1.0,1.0
480149290,"Mediomedial posterior visual area, layer 1",26,166,152,1.0,1.0,1.0
480149294,"Mediomedial posterior visual area, layer 2/3",26,166,152,1.0,1.0,1.0
480149298,"Mediomedial posterior visual area, layer 4",26,166,152,1.0,1.0,1.0
480149302,"Mediomedial posterior visual area,layer 5",26,166,152,1.0,1.0,1.0
480149306,"Mediomedial posterior visual area, layer 6a",26,166,152,1.0,1.0,1.0
480149310,"Mediomedial posterior visual area, layer 6b",26,166,152,1.0,1.0,1.0
480149314,Medial visual area,26,166,152,1.0,1.0,1.0
480149318,"Medial visual area, layer 1",26,166,152,1.0,1.0,1.0
480149322,"Medial visual area, layer 2/3",26,166,152,1.0,1.0,1.0
480149326,"Medial visual area, layer 4",26,166,152,1.0,1.0,1.0
480149330,"Medial visual area,layer 5",26,166,152,1.0,1.0,1.0
480149334,"Medial visual area, layer 6a",26,166,152,1.0,1.0,1.0
480149338,"Medial visual area, layer 6b",26,166,152,1.0,1.0,1.0
879,"Retrosplenial area, dorsal part",26,166,152,1.0,1.0,1.0
442,"Retrosplenial area, dorsal part, layer 1",26,166,152,1.0,1.0,1.0
434,"Retrosplenial area, dorsal part, layer 2/3",26,166,152,1.0,1.0,1.0
545,"Retrosplenial area, dorsal part, layer 4",26,166,152,1.0,1.0,1.0
610,"Retrosplenial area, dorsal part, layer 5",26,166,152,1.0,1.0,1.0
274,"Retrosplenial area, dorsal part, layer 6a",26,166,152,1.0,1.0,1.0
330,"Retrosplenial area, dorsal part, layer 6b",26,166,152,1.0,1.0,1.0
886,"Retrosplenial area, ventral part",26,166,152,1.0,1.0,1.0
542,"Retrosplenial area, ventral part, layer 1",26,166,152,1.0,1.0,1.0
606,"Retrosplenial area, ventral part, layer 2",26,166,152,1.0,1.0,1.0
430,"Retrosplenial area, ventral part, layer 2/3",26,166,152,1.0,1.0,1.0
687,"Retrosplenial area, ventral part, layer 5",26,166,152,1.0,1.0,1.0
590,"Retrosplenial area, ventral part, layer 6a",26,166,152,1.0,1.0,1.0
622,"Retrosplenial area, ventral part, layer 6b",26,166,152,1.0,1.0,1.0
22,Posterior parietal association areas,0,159,172,1.0,1.0,1.0
532,"Posterior parietal association areas, layer 1",0,159,172,1.0,1.0,1.0
241,"Posterior parietal association areas, layer 2/3",0,159,172,1.0,1.0,1.0
635,"Posterior parietal association areas, layer 4",0,159,172,1.0,1.0,1.0
683,"Posterior parietal association areas, layer 5",0,159,172,1.0,1.0,1.0
308,"Posterior parietal association areas, layer 6a",0,159,172,1.0,1.0,1.0
340,"Posterior parietal association areas, layer 6b",0,159,172,1.0,1.0,1.0
312782546,Anterior area,0,159,172,1.0,1.0,1.0
312782550,"Anterior area, layer 1",0,159,172,1.0,1.0,1.0
312782554,"Anterior area, layer 2/3",0,159,172,1.0,1.0,1.0
312782558,"Anterior area, layer 4",0,159,172,1.0,1.0,1.0
312782562,"Anterior area, layer 5",0,159,172,1.0,1.0,1.0
312782566,"Anterior area, layer 6a",0,159,172,1.0,1.0,1.0
312782570,"Anterior area, layer 6b",0,159,172,1.0,1.0,1.0
417,Rostrolateral visual area,0,159,172,1.0,1.0,1.0
312782604,"Rostrolateral area, layer 1",0,159,172,1.0,1.0,1.0
312782608,"Rostrolateral area, layer 2/3",0,159,172,1.0,1.0,1.0
312782612,"Rostrolateral area, layer 4",0,159,172,1.0,1.0,1.0
312782616,"Rostrolateral area, layer 5",0,159,172,1.0,1.0,1.0
312782620,"Rostrolateral area, layer 6a",0,159,172,1.0,1.0,1.0
312782624,"Rostrolateral area, layer 6b",0,159,172,1.0,1.0,1.0
541,Temporal association areas,21,176,179,1.0,1.0,1.0
97,"Temporal association areas, layer 1",21,176,179,1.0,1.0,1.0
1127,"Temporal association areas, layer 2/3",21,176,179,1.0,1.0,1.0
234,"Temporal association areas, layer 4",21,176,179,1.0,1.0,1.0
289,"Temporal association areas, layer 5",21,176,179,1.0,1.0,1.0
729,"Temporal association areas, layer 6a",21,176,179,1.0,1.0,1.0
786,"Temporal association areas, layer 6b",21,176,179,1.0,1.0,1.0
922,Perirhinal area,14,150,132,1.0,1.0,1.0
540,"Perirhinal area, layer 1",14,150,132,1.0,1.0,1.0
888,"Perirhinal area, layer 2/3",14,150,132,1.0,1.0,1.0
692,"Perirhinal area, layer 5",14,150,132,1.0,1.0,1.0
335,"Perirhinal area, layer 6a",14,150,132,1.0,1.0,1.0
368,"Perirhinal area, layer 6b",14,150,132,1.0,1.0,1.0
895,Ectorhinal area,13,159,145,1.0,1.0,1.0
836,Ectorhinal area/Layer 1,13,159,145,1.0,1.0,1.0
427,Ectorhinal area/Layer 2/3,13,159,145,1.0,1.0,1.0
988,Ectorhinal area/Layer 5,13,159,145,1.0,1.0,1.0
977,Ectorhinal area/Layer 6a,13,159,145,1.0,1.0,1.0
1045,Ectorhinal area/Layer 6b,13,159,145,1.0,1.0,1.0
