idx,name,r,g,b,a,VIS,MSH
9,"Primary somatosensory cortex, trunk region, layer 6a",115,203,207,1.0,1.0,1.0
461,"Primary somatosensory cortex, trunk region, layer 6b",156,216,218,1.0,1.0,1.0
873,"Secondary somatosensory cortex, layer 1",0,176,129,1.0,1.0,1.0
806,"Secondary somatosensory cortex, layer 2/3",0,180,135,1.0,1.0,1.0
1035,"Secondary somatosensory cortex, layer 4",40,184,141,1.0,1.0,1.0
1090,"Secondary somatosensory cortex, layer 5",74,190,155,1.0,1.0,1.0
862,"Secondary somatosensory cortex, layer 6a",98,196,170,1.0,1.0,1.0
893,"Secondary somatosensory cortex, layer 6b",121,202,179,1.0,1.0,1.0
707,"Cingulate cortex, area 24a (infralimbic), layer 1",0,137,72,1.0,1.0,1.0
556,"Cingulate cortex, area 24a (infralimbic), layer 4",50,146,93,1.0,1.0,1.0
827,"Cingulate cortex, area 24a (infralimbic), layer 5",77,160,111,1.0,1.0,1.0
1054,"Cingulate cortex, area 24a (infralimbic), layer 6a",97,166,122,1.0,1.0,1.0
1081,"Cingulate cortex, area 24a (infralimbic), layer 6b",116,172,135,1.0,1.0,1.0
36,"Dysgranular insular cortex, layer 1",51,181,90,1.0,1.0,1.0
180,"Dysgranular insular cortex, layer 2/3",82,187,112,1.0,1.0,1.0
148,"Dysgranular insular cortex, layer 4",106,193,125,1.0,1.0,1.0
187,"Dysgranular insular cortex, layer 5",127,200,138,1.0,1.0,1.0
638,"Dysgranular insular cortex, layer 6a",152,208,152,1.0,1.0,1.0
662,"Dysgranular insular cortex, layer 6b",175,218,179,1.0,1.0,1.0
897,"Granular insular cortex, layer 1",0,155,91,1.0,1.0,1.0
1106,"Granular insular cortex, layer 2/3",42,163,106,1.0,1.0,1.0
1010,"Granular insular cortex, layer 4",70,168,118,1.0,1.0,1.0
1058,"Granular insular cortex, layer 5",97,183,138,1.0,1.0,1.0
857,"Granular insular cortex, layer 6a",108,186,144,1.0,1.0,1.0
849,"Granular insular cortex, layer 6b",117,189,152,1.0,1.0,1.0
527,"Secondary auditory cortex, dorsal area, layer 1",0,157,125,1.0,1.0,1.0
600,"Secondary auditory cortex, dorsal area, layer 2/3",0,163,137,1.0,1.0,1.0
678,"Secondary auditory cortex, dorsal area, layer 4",63,170,151,1.0,1.0,1.0
252,"Secondary auditory cortex, dorsal area, layer 5",91,185,168,1.0,1.0,1.0
156,"Secondary auditory cortex, dorsal area, layer 6a",113,190,176,1.0,1.0,1.0
243,"Secondary auditory cortex, dorsal area, layer 6b",137,198,186,1.0,1.0,1.0
735,"Primary auditory cortex, layer 1",0,157,114,1.0,1.0,1.0
251,"Primary auditory cortex, layer 2/3",0,160,119,1.0,1.0,1.0
816,"Primary auditory cortex, layer 4",37,164,125,1.0,1.0,1.0
847,"Primary auditory cortex, layer 5",71,178,145,1.0,1.0,1.0
954,"Primary auditory cortex, layer 6a",93,184,160,1.0,1.0,1.0
1005,"Primary auditory cortex, layer 6b",115,190,168,1.0,1.0,1.0
959,"Secondary auditory cortex, ventral area, layer 1",0,156,102,1.0,1.0,1.0
755,"Secondary auditory cortex, ventral area, layer 2/3",41,163,113,1.0,1.0,1.0
990,"Secondary auditory cortex, ventral area, layer 4",70,168,124,1.0,1.0,1.0
1023,"Secondary auditory cortex, ventral area, layer 5",96,183,144,1.0,1.0,1.0
520,"Secondary auditory cortex, ventral area, layer 6a",116,190,160,1.0,1.0,1.0
598,"Secondary auditory cortex, ventral area, layer 6b",127,193,168,1.0,1.0,1.0
1074,"Secondary visual cortex, lateral area, anterior region, layer1",0,160,181,1.0,1.0,1.0
905,"Secondary visual cortex, lateral area, anterior region, layer2/3",0,161,189,1.0,1.0,1.0
1114,"Secondary visual cortex, lateral area, anterior region, layer4",0,161,197,1.0,1.0,1.0
233,"Secondary visual cortex, lateral area, anterior region, layer5",16,179,202,1.0,1.0,1.0
601,"Secondary visual cortex, lateral area, anterior region, layer6a",105,193,212,1.0,1.0,1.0
649,"Secondary visual cortex, lateral area, anterior region, layer6b",103,193,221,1.0,1.0,1.0
421,"Secondary visual cortex, lateral area, intermediate region, layer1",0,159,158,1.0,1.0,1.0
973,"Secondary visual cortex, lateral area, intermediate region, layer2/3",0,159,165,1.0,1.0,1.0
573,"Secondary visual cortex, lateral area, intermediate region, layer4",0,161,173,1.0,1.0,1.0
613,"Secondary visual cortex, lateral area, intermediate region, layer5",0,176,184,1.0,1.0,1.0
74,"Secondary visual cortex, lateral area, intermediate region, layer6a",69,183,193,1.0,1.0,1.0
121,"Secondary visual cortex, lateral area, intermediate region, layer6b",107,192,203,1.0,1.0,1.0
750,"Secondary visual cortex, lateral area, posterior region, layer1",0,180,205,1.0,1.0,1.0
269,"Secondary visual cortex, lateral area, posterior region, layer2/3",0,181,214,1.0,1.0,1.0
869,"Secondary visual cortex, lateral area, posterior region, layer4",0,181,223,1.0,1.0,1.0
902,"Secondary visual cortex, lateral area, posterior region, layer15",2,190,215,1.0,1.0,1.0
377,"Secondary visual cortex, lateral area, posterior region, layer6a",110,205,226,1.0,1.0,1.0
393,"Secondary visual cortex, lateral area, posterior region, layer6b",107,205,236,1.0,1.0,1.0
2393,"Secondary visual cortex, mediolateral area, layer1",107,205,236,1.0,1.0,1.0
2409,"Secondary visual cortex, mediolateral area, layer2/3",107,205,236,1.0,1.0,1.0
2410,"Secondary visual cortex, mediolateral area, layer4",107,205,236,1.0,1.0,1.0
2411,"Secondary visual cortex, mediolateral area, layer5",107,205,236,1.0,1.0,1.0
2412,"Secondary visual cortex, mediolateral area, layer6a",107,205,236,1.0,1.0,1.0
2413,"Secondary visual cortex, mediolateral area, layer6b",107,205,236,1.0,1.0,1.0
281,"Secondary visual cortex, mediomedial area, anterior region, layer1",0,141,139,1.0,1.0,1.0
1066,"Secondary visual cortex, mediomedial area, anterior region, layer2/3",0,142,145,1.0,1.0,1.0
401,"Secondary visual cortex, mediomedial area, anterior region, layer4",0,143,152,1.0,1.0,1.0
433,"Secondary visual cortex, mediomedial area, anterior region, layer5",0,158,163,1.0,1.0,1.0
1046,"Secondary visual cortex, mediomedial area, anterior region, layer6a",64,164,172,1.0,1.0,1.0
441,"Secondary visual cortex, mediomedial area, anterior region, layer6b",98,172,181,1.0,1.0,1.0
805,"Secondary visual cortex, mediomedial area, posterior region, layer1",0,174,184,1.0,1.0,1.0
41,"Secondary visual cortex, mediomedial area, posterior region, layer2/3",0,175,191,1.0,1.0,1.0
501,"Secondary visual cortex, mediomedial area, posterior region, layer4",0,179,200,1.0,1.0,1.0
565,"Secondary visual cortex, mediomedial area, posterior region, layer5",63,184,201,1.0,1.0,1.0
257,"Secondary visual cortex, mediomedial area, posterior region, layer6a",93,188,201,1.0,1.0,1.0
469,"Secondary visual cortex, mediomedial area, posterior region, layer6b",119,194,202,1.0,1.0,1.0
385,Primary visual cortex,112,255,98,1.0,1.0,1.0
593,"Primary visual cortex, layer1",0,147,153,1.0,1.0,1.0
821,"Primary visual cortex, layer2/3",0,148,159,1.0,1.0,1.0
721,"Primary visual cortex, layer4",17,151,167,1.0,1.0,1.0
778,"Primary visual cortex, layer5",60,163,177,1.0,1.0,1.0
33,"Primary visual cortex, layer6a",85,168,178,1.0,1.0,1.0
305,"Primary visual cortex, layer6b",107,173,178,1.0,1.0,1.0
2428,"Primary visual cortex, monocular area, layer1",112,255,98,1.0,1.0,1.0
2429,"Primary visual cortex, monocular area, layer2/3",112,255,98,1.0,1.0,1.0
2430,"Primary visual cortex, monocular area, layer4",112,255,98,1.0,1.0,1.0
2431,"Primary visual cortex, monocular area, layer5",112,255,98,1.0,1.0,1.0
2432,"Primary visual cortex, monocular area, layer6a",112,255,98,1.0,1.0,1.0
2433,"Primary visual cortex, monocular area, layer16b",112,255,98,1.0,1.0,1.0
2434,"Primary visual cortex, binocular area, layer1",112,255,98,1.0,1.0,1.0
2435,"Primary visual cortex, binocular area, layer2/3",112,255,98,1.0,1.0,1.0
2436,"Primary visual cortex, binocular area, layer4",112,255,98,1.0,1.0,1.0
2437,"Primary visual cortex, binocular area, layer5",112,255,98,1.0,1.0,1.0
2438,"Primary visual cortex, binocular area, layer6a",112,255,98,1.0,1.0,1.0
2439,"Primary visual cortex, binocular area, layer6b",112,255,98,1.0,1.0,1.0
2346,"Cingulate cortex, area 24b, layer1",169,203,142,1.0,1.0,1.0
2347,"Cingulate cortex, area 24b, layer2/3",169,203,142,1.0,1.0,1.0
2348,"Cingulate cortex, area 24b, layer5",169,203,142,1.0,1.0,1.0
2349,"Cingulate cortex, area 24b, layer6a",169,203,142,1.0,1.0,1.0
2350,"Cingulate cortex, area 24b, layer6b",169,203,142,1.0,1.0,1.0
935,"Cingulate cortex, area 24b2, layer1",96,170,75,1.0,1.0,1.0
211,"Cingulate cortex, area 24b2, layer2/3",116,175,88,1.0,1.0,1.0
1015,"Cingulate cortex, area 24b2, layer5",137,183,108,1.0,1.0,1.0
919,"Cingulate cortex, area 24b2, layer6a",157,199,128,1.0,1.0,1.0
927,"Cingulate cortex, area 24b2, layer6b",168,203,142,1.0,1.0,1.0
588,"Cingulate cortex, area 24a2, layer1",109,191,85,1.0,1.0,1.0
296,"Cingulate cortex, area 24a2, layer2/3",131,198,100,1.0,1.0,1.0
772,"Cingulate cortex, area 24a2, layer5",155,207,122,1.0,1.0,1.0
810,"Cingulate cortex, area 24a2, layer6a",167,212,136,1.0,1.0,1.0
819,"Cingulate cortex, area 24a2, layer6b",178,217,152,1.0,1.0,1.0
171,"Cingulate cortex, area 32 (Prelimbic cortex), layer1",83,150,66,1.0,1.0,1.0
304,"Cingulate cortex, area 32 (Prelimbic cortex), layer2/3",121,163,95,1.0,1.0,1.0
363,"Cingulate cortex, area 32 (Prelimbic cortex), layer5",140,178,114,1.0,1.0,1.0
84,"Cingulate cortex, area 32 (Prelimbic cortex), layer6a",150,182,127,1.0,1.0,1.0
723,Lateral orbital cortex,127,255,128,1.0,1.0,1.0
448,"Lateral orbital cortex, layer1",37,143,69,1.0,1.0,1.0
412,"Lateral orbital cortex, layer2/3",63,148,87,1.0,1.0,1.0
630,"Lateral orbital cortex, layer5",82,152,98,1.0,1.0,1.0
440,"Lateral orbital cortex, layer6a",107,168,116,1.0,1.0,1.0
731,Medial orbital cortex,126,255,128,1.0,1.0,1.0
484,"Medial orbital cortex, layer1",102,155,63,1.0,1.0,1.0
582,"Medial orbital cortex, layer5",131,166,95,1.0,1.0,1.0
620,"Medial orbital cortex, layer6a",150,181,113,1.0,1.0,1.0
910,"Medial orbital cortex, layer6b",161,186,127,1.0,1.0,1.0
738,Ventral orbital cortex,125,255,128,1.0,1.0,1.0
2320,"Orbital cortex, ventral part, layer 1",125,255,128,1.0,1.0,1.0
2321,"Orbital cortex, ventral part, layer 2/3",125,255,128,1.0,1.0,1.0
2322,"Orbital cortex, ventral part, layer 5",125,255,128,1.0,1.0,1.0
2323,"Orbital cortex, ventral part, layer 6a",125,255,128,1.0,1.0,1.0
2324,"Orbital cortex, ventral part, layer 6b",125,255,128,1.0,1.0,1.0
2331,"Agranular insular cortex, layer 1",112,255,114,1.0,1.0,1.0
2332,"Agranular insular cortex, layer 2/3",112,255,114,1.0,1.0,1.0
2333,"Agranular insular cortex, layer 5",112,255,114,1.0,1.0,1.0
996,"Agranular insular cortex, dorsal part, layer1",74,165,77,1.0,1.0,1.0
328,"Agranular insular cortex, dorsal part, layer2/3",95,171,97,1.0,1.0,1.0
1101,"Agranular insular cortex, dorsal part, layer5",114,177,110,1.0,1.0,1.0
783,"Agranular insular cortex, dorsal part, layer6a",144,195,129,1.0,1.0,1.0
831,"Agranular insular cortex, dorsal part, layer6b",156,200,143,1.0,1.0,1.0
2326,"Dorsolateral orbital cortex, layer 1",156,200,143,1.0,1.0,1.0
2327,"Dorsolateral orbital cortex, layer 2/3",156,200,143,1.0,1.0,1.0
2328,Dorsolateral orbital cortex layer 5,156,200,143,1.0,1.0,1.0
120,"Agranular insular cortex, posterior part, layer1",0,154,82,1.0,1.0,1.0
163,"Agranular insular cortex, posterior part, layer2/3",20,160,94,1.0,1.0,1.0
344,"Agranular insular cortex, posterior part, layer5",59,165,106,1.0,1.0,1.0
314,"Agranular insular cortex, posterior part, layer6a",87,180,124,1.0,1.0,1.0
704,"Agranular insular cortex, ventral part, layer1",84,186,88,1.0,1.0,1.0
694,"Agranular insular cortex, ventral part, layer2/3",107,192,110,1.0,1.0,1.0
800,"Agranular insular cortex, ventral part, layer5",129,199,124,1.0,1.0,1.0
675,"Agranular insular cortex, ventral part, layer6a",153,207,137,1.0,1.0,1.0
442,"Cingulate cortex, area 30 (Retrosplenial dysgranular cortex), layer1",0,139,89,1.0,1.0,1.0
434,"Cingulate cortex, area 30 (Retrosplenial dysgranular cortex), layer2/3",34,145,99,1.0,1.0,1.0
545,"Cingulate cortex, area 30 (Retrosplenial dysgranular cortex), layer4",35,145,99,1.0,1.0,1.0
610,"Cingulate cortex, area 30 (Retrosplenial dysgranular cortex), layer5",60,149,109,1.0,1.0,1.0
274,"Cingulate cortex, area 30 (Retrosplenial dysgranular cortex), layer6a",86,164,129,1.0,1.0,1.0
330,"Cingulate cortex, area 30 (Retrosplenial dysgranular cortex), layer6b",104,170,142,1.0,1.0,1.0
542,"Cingulate cortex, area 29c (Retrosplenial granular cortex c), layer1",0,138,79,1.0,1.0,1.0
430,"Cingulate cortex, area 29c (Retrosplenial granular cortex c), layer2/3",61,149,104,1.0,1.0,1.0
687,"Cingulate cortex, area 29c (Retrosplenial granular cortex c), layer5",87,163,123,1.0,1.0,1.0
590,"Cingulate cortex, area 29c (Retrosplenial granular cortex c), layer6a",96,166,129,1.0,1.0,1.0
622,"Cingulate cortex, area 29c (Retrosplenial granular cortex c), layer6b",105,169,135,1.0,1.0,1.0
2416,"Cingulate cortex, area 29b (Retrosplenial granular cortex b), layer1",112,255,120,1.0,1.0,1.0
2417,"Cingulate cortex, area 29b (Retrosplenial granular cortex b), layer2/3",112,255,120,1.0,1.0,1.0
2418,"Cingulate cortex, area 29b (Retrosplenial granular cortex b), layer5",112,255,120,1.0,1.0,1.0
2419,"Cingulate cortex, area 29b (Retrosplenial granular cortex b), layer6a",112,255,120,1.0,1.0,1.0
2420,"Cingulate cortex, area 29b (Retrosplenial granular cortex b), layer6b",112,255,120,1.0,1.0,1.0
2421,"Cingulate cortex, area 29a (Retrosplenial granular cortex a), layer1",112,255,120,1.0,1.0,1.0
2422,"Cingulate cortex, area 29a (Retrosplenial granular cortex a), layer2/3",112,255,120,1.0,1.0,1.0
2423,"Cingulate cortex, area 29a (Retrosplenial granular cortex a), layer5",112,255,120,1.0,1.0,1.0
2424,"Cingulate cortex, area 29a (Retrosplenial granular cortex a), layer6a",112,255,120,1.0,1.0,1.0
2425,"Cingulate cortex, area 29a (Retrosplenial granular cortex a), layer6b",112,255,120,1.0,1.0,1.0
2381,"Medial parietal association cortex, layer 1",105,169,135,1.0,1.0,1.0
2382,"Medial parietal association cortex, layer 2/3",105,169,135,1.0,1.0,1.0
2383,"Medial parietal association cortex, layer 4",105,169,135,1.0,1.0,1.0
2384,"Medial parietal association cortex, layer 5",105,169,135,1.0,1.0,1.0
2385,"Medial parietal association cortex, layer 6a",105,169,135,1.0,1.0,1.0
2386,"Medial parietal association cortex, layer 6b",105,169,135,1.0,1.0,1.0
2387,"Lateral parietal association cortex, layer 1",105,169,135,1.0,1.0,1.0
2388,"Lateral parietal association cortex, layer 2/3",105,169,135,1.0,1.0,1.0
2389,"Lateral parietal association cortex, layer 4",105,169,135,1.0,1.0,1.0
2390,"Lateral parietal association cortex, layer 5",105,169,135,1.0,1.0,1.0
2391,"Lateral parietal association cortex, layer 6a",105,169,135,1.0,1.0,1.0
2392,"Lateral parietal association cortex, layer 6b",105,169,135,1.0,1.0,1.0
2402,"Parietal cortex, posterior area, dorsal part, layer1",112,255,119,1.0,1.0,1.0
2403,"Parietal cortex, posterior area, dorsal part, layer2/3",112,255,119,1.0,1.0,1.0
2404,"Parietal cortex, posterior area, dorsal part, layer4",112,255,119,1.0,1.0,1.0
2405,"Parietal cortex, posterior area, dorsal part, layer5",112,255,119,1.0,1.0,1.0
2406,"Parietal cortex, posterior area, dorsal part, layer6a",112,255,119,1.0,1.0,1.0
2407,"Parietal cortex, posterior area, dorsal part, layer6b",112,255,119,1.0,1.0,1.0
541,Temporal association cortex,112,255,122,1.0,1.0,1.0
97,"Temporal association cortex, layer1",0,140,110,1.0,1.0,1.0
1127,"Temporal association cortex, layer2/3",0,145,121,1.0,1.0,1.0
234,"Temporal association cortex, layer4",56,151,133,1.0,1.0,1.0
289,"Temporal association cortex, layer5",82,165,150,1.0,1.0,1.0
729,"Temporal association cortex, layer6a",102,170,157,1.0,1.0,1.0
786,"Temporal association cortex, layer6b",124,177,165,1.0,1.0,1.0
922,Perihinal cortex,112,255,117,1.0,1.0,1.0
335,"Perihinal cortex, layer6a",79,166,164,1.0,1.0,1.0
368,"Perihinal cortex, layer6b",99,171,173,1.0,1.0,1.0
2396,"Parietal cortex, posterior area, rostral part, layer1",112,255,119,1.0,1.0,1.0
2397,"Parietal cortex, posterior area, rostral part, layer2/3",112,255,119,1.0,1.0,1.0
2398,"Parietal cortex, posterior area, rostral part, layer4",112,255,119,1.0,1.0,1.0
2399,"Parietal cortex, posterior area, rostral part, layer5",112,255,119,1.0,1.0,1.0
2400,"Parietal cortex, posterior area, rostral part, layer6a",112,255,119,1.0,1.0,1.0
2401,"Parietal cortex, posterior area, rostral part, layer6b",112,255,119,1.0,1.0,1.0
540,"Perihinal cortex, layer1",0,141,133,1.0,1.0,1.0
692,"Perihinal cortex, layer5",52,151,146,1.0,1.0,1.0
888,"Perihinal cortex, layer2/3",0,146,139,1.0,1.0,1.0
895,Ectorhinal cortex,112,255,115,1.0,1.0,1.0
836,"Ectorhinal cortex, layer1",0,140,121,1.0,1.0,1.0
427,"Ectorhinal cortex, layer2/3",19,147,133,1.0,1.0,1.0
988,"Ectorhinal cortex, layer5",54,151,140,1.0,1.0,1.0
977,"Ectorhinal cortex, layer6a",80,165,156,1.0,1.0,1.0
1045,"Ectorhinal cortex, layer6b",101,171,165,1.0,1.0,1.0
698,Olfactory areas,144,255,144,1.0,1.0,1.0
212,Glomerular layer of the olfactory bulb,140,235,151,1.0,1.0,1.0
220,Granule cell layer of the olfactory bulb,110,205,121,1.0,1.0,1.0
228,Internal plxiform layer of the olfactory bulb,160,255,171,1.0,1.0,1.0
236,Mitral cell layer of the olfactory bulb,130,225,141,1.0,1.0,1.0
244,External plexiform layer of the olfactory bulb,160,255,171,1.0,1.0,1.0
188,Glomerular layer of the accessory olfactory bulb,140,235,156,1.0,1.0,1.0
196,Granule cell layer of the accessory olfactory bulb,110,205,126,1.0,1.0,1.0
204,Mitral cell layer of the accessory olfactory bulb,130,225,146,1.0,1.0,1.0
2021,External plexiform layer of the accessory olfactory b,130,225,146,1.0,1.0,1.0
159,Anterior olfactory area,144,255,184,1.0,1.0,1.0
167,Anterior olfactory area dorsal part,192,255,200,1.0,1.0,1.0
175,Anterior olfactory area external part,192,255,201,1.0,1.0,1.0
183,Anterior olfactory area lateral part,192,255,202,1.0,1.0,1.0
191,Anterior olfactory area medial part,192,255,203,1.0,1.0,1.0
2318,"Anterior olfactory area, ventral part",192,255,204,1.0,1.0,1.0
2319,"Anterior olfactory area, posterior part",192,255,204,1.0,1.0,1.0
160,Anterior olfactory area layer 1,144,255,184,1.0,1.0,1.0
597,Dorsal tenia tecta,160,255,162,1.0,1.0,1.0
1034,"Dorsal tenia tecta, layer 1",160,255,162,1.0,1.0,1.0
1042,"Dorsal tenia tecta, layer 2",160,255,162,1.0,1.0,1.0
1050,"Dorsal tenia tecta, layer 3",160,255,162,1.0,1.0,1.0
1059,"Dorsal tenia tecta, layer 4",160,255,162,1.0,1.0,1.0
605,Ventral tenia tecta,160,255,161,1.0,1.0,1.0
1067,"Ventral tenia tecta, layer 1",160,255,161,1.0,1.0,1.0
1075,"Ventral tenia tecta, layer 2",160,255,161,1.0,1.0,1.0
1082,"Ventral tenia tecta, layer 3",160,255,161,1.0,1.0,1.0
496,"Cingulate cortex, area 25 (dorsal peduncular cortex), layer1",0,158,81,1.0,1.0,1.0
360,"Cingulate cortex, area 25 (dorsal peduncular cortex), layer2/3",83,169,111,1.0,1.0,1.0
646,"Cingulate cortex, area 25 (dorsal peduncular cortex), layer5",109,185,130,1.0,1.0,1.0
267,"Cingulate cortex, area 25 (dorsal peduncular cortex), layer6a",130,192,143,1.0,1.0,1.0
276,Piriform cortex 1,160,255,167,1.0,1.0,1.0
284,Piriform cortex 2,160,255,167,1.0,1.0,1.0
291,Piriform cortex 3,160,255,167,1.0,1.0,1.0
2303,Cortex-amygdala transition zone Layer1,160,255,170,1.0,1.0,1.0
2304,Cortex-amygdala transition zone Layer2,160,255,170,1.0,1.0,1.0
2305,Cortex-amygdala transition zone Layer3,160,255,170,1.0,1.0,1.0
619,Nucleus of the lateral olfactory tract,160,255,170,1.0,1.0,1.0
260,Nucleus of the lateral olfactory tract 1,160,255,170,1.0,1.0,1.0
268,Nucleus of the lateral olfactory tract 2,160,255,170,1.0,1.0,1.0
1139,Nucleus of the lateral olfactory tract 3,160,255,170,1.0,1.0,1.0
